Geneid	gene	Metastatic..N.58.	Normal..N.52.	Tumor..N.491.	BMI1_1_sorted.bam	BMI1_2_sorted.bam	Length	BMI1_1_rpkm	BMI1_2_rpkm	rank1	rank2	gene_name	T_id
ENSG00000228590.1		0.007496389	0.029034746	0.010739717	0	0	2005	0	0	9815	9720	 gene_name AC007381.3	 cmp_ref T190048
ENSG00000228592.1		0.001832699	0.00026429	0.000176058	0	0	1725	0	0	9815	9720	 gene_name D21S2088E	 cmp_ref T224282
ENSG00000228618.1		0.007372534	0	0.000447518	0	0	391	0	0	9815	9720	 gene_name AC012462.3	 cmp_ref T207134
ENSG00000228620.1		0.014695535	0.006838306	0.002011748	0	0	556	0	0	9815	9720	 gene_name RP3-434P1.6	 cmp_ref T233689
ENSG00000228636.1	LINC02663	0.001156993	0	0.004982511	0	0	344	0	0	9815	9720	 gene_name RP5-1051H14.2	 cmp_ref T037011
ENSG00000228648.1		0.032212579	0.006975165	0.004827469	0	1	205	0	0.487804878	9815	1596	 gene_name RP11-568A7.2	 cmp_ref T315370
ENSG00000228650.2		0.003371835	0.008240549	0.004256849	0	0	785	0	0	9815	9720	 gene_name AC008940.1	 cmp_ref T282633
ENSG00000228659.1	LINC01201	0.014019007	0	0.000540022	0	0	561	0	0	9815	9720	 gene_name LINC01201	 cmp_ref T380075
ENSG00000228669.1	LINC00448	0.029905679	0	0.000512741	0	0	748	0	0	9815	9720	 gene_name LINC00448	 cmp_ref T095488
ENSG00000228680.1		0.007266011	0.009427375	0.01712959	0	0	1205	0	0	9815	9720	 gene_name AC004692.4	 cmp_ref T322393
ENSG00000228683.1		0.031095368	0.009126896	0.004955002	0	0	579	0	0	9815	9720	 gene_name RP11-31E13.2	 cmp_ref T044712
ENSG00000228707.1		0.000844582	0	0.001592861	0	0	509	0	0	9815	9720	 gene_name RP11-787B4.2	 cmp_ref T365473
ENSG00000228708.1		0.003148486	0.000917847	0.004917058	0	1	461	0	0.21691974	9815	2453	 gene_name AL109763.1	 cmp_ref T223940
ENSG00000228718.1	LINC02521	0.074953007	0.009106755	0.008898861	0	0	834	0	0	9815	9720	 gene_name RP11-145H9.3	 cmp_ref T295940
ENSG00000228719.1		0.4447042	0.1691589	0.3021368	0	1	372	0	0.268817204	9815	2191	 gene_name RP5-1119A7.14	 cmp_ref T233014
ENSG00000228730.1	LINC02013	0.003548673	0	0.000333992	0	0	526	0	0	9815	9720	 gene_name RP11-95L3.2	 cmp_ref T257014
ENSG00000228735.1		0.001383746	0.004057612	0.001106539	0	0	757	0	0	9815	9720	 gene_name GS1-18A18.2	 cmp_ref T324319
ENSG00000228739.1		0.003705803	0.002117233	0.00523229	0	0	499	0	0	9815	9720	 gene_name RP11-218I7.2	 cmp_ref T355340
ENSG00000228740.2	GABRG3-AS1	0.008419783	0.001642403	0.004248352	0	0	970	0	0	9815	9720	 gene_name AC136896.1	 cmp_ref T113273
ENSG00000228748.2		0.000163312	0.161294914	0.11847477	0	0	3532	0	0	9815	9720	 gene_name RP13-39P12.3	 cmp_ref T044553
ENSG00000228772.2		0.002274821	0.00103704	0.002363636	0	0	743	0	0	9815	9720	 gene_name RP1-309H15.2	 cmp_ref T298659
ENSG00000228777.1	LINC02534	0.000600901	0.000755538	0.000946135	0	0	283	0	0	9815	9720	 gene_name RP11-282C5.1	 cmp_ref T310135
ENSG00000228779.1		0.19378562	0.03341489	0.04776435	0	0	801	0	0	9815	9720	 gene_name Z69666.2	 cmp_ref T124031
ENSG00000228787.1	NLGN4Y-AS1	0.11121496	0.09169228	0.09382234	0	0	532	0	0	9815	9720	 gene_name NLGN4Y-AS1	 cmp_ref T383545
ENSG00000228793.1		0.02506082	1.38344855	0.45964641	0	0	789	0	0	9815	9720	 gene_name RP1-223B1.1	 cmp_ref T296180
ENSG00000228800.1		0.01372754	0.01875112	0.02545852	0	0	541	0	0	9815	9720	 gene_name RP11-253D19.1	 cmp_ref T039312
ENSG00000228802.1		0.04875981	0.02105325	0.05033907	0	0	429	0	0	9815	9720	 gene_name AC073641.2	 cmp_ref T208675
ENSG00000228826.2		0.013236243	0.004298128	0.004757796	0	0	309	0	0	9815	9720	 gene_name RP11-344P13.4	 cmp_ref T018611
ENSG00000228862.3		0.1153897	0.3148019	0.2196703	0	0	3786	0	0	9815	9720	 gene_name RP11-91I20.3	 cmp_ref T344697
ENSG00000228876.1		0.001988801	0.000243593	0.000280532	0	0	839	0	0	9815	9720	 gene_name AC010745.2	 cmp_ref T185195
ENSG00000228886.1		0.08356863	0.04965982	0.05899485	0	0	310	0	0	9815	9720	 gene_name RP11-290D2.3	 cmp_ref T094056
ENSG00000228906.1		0.817423	0.844962	0.6686421	0	0	451	0	0	9815	9720	 gene_name RP13-216E22.4	 cmp_ref T376385
ENSG00000228918.3	LINC01344	0.009689956	0.005578616	0.006824024	0	0	3161	0	0	9815	9720	 gene_name LINC01344	 cmp_ref T026179
ENSG00000228951.1		0.06255447	0.07783837	0.02559194	0	0	657	0	0	9815	9720	 gene_name RP11-336A10.4	 cmp_ref T036463
ENSG00000228952.1	LINC02041	1.0896251	0.1355304	0.4264333	0	0	246	0	0	9815	9720	 gene_name RP11-567G11.1	 cmp_ref T256637
ENSG00000228961.1	LINC01690	0.005120384	0.011735561	0.006883507	0	0	576	0	0	9815	9720	 gene_name AP000282.3	 cmp_ref T225218
ENSG00000228971.2	LINC02607	0.014417433	0.004315201	0.004303794	0	0	2182	0	0	9815	9720	 gene_name RP11-286B14.1	 cmp_ref T015716
ENSG00000228973.1		0.14446337	0.03160329	0.0634187	0	0	271	0	0	9815	9720	 gene_name AC009955.8	 cmp_ref T208265
ENSG00000228980.3	LINC01205	0.010634749	0.001096285	0.001409002	0	0	2618	0	0	9815	9720	 gene_name LINC01205	 cmp_ref T247845
ENSG00000228999.1		0	0.000388544	0.000481103	0	0	579	0	0	9815	9720	 gene_name AC068490.1	 cmp_ref T185911
ENSG00000229005.2	HNF4A-AS1	0.044952634	0.001049769	0.001237308	0	0	912	0	0	9815	9720	 gene_name HNF4A-AS1	 cmp_ref T218310
ENSG00000229011.1	LINC01038	0.001379411	0.000574973	0.001133514	0	0	428	0	0	9815	9720	 gene_name LINC01038	 cmp_ref T096690
ENSG00000229015.1		0.006080907	0.001987586	0.006950934	0	0	405	0	0	9815	9720	 gene_name RP11-265D19.6	 cmp_ref T380528
ENSG00000229056.2	HECW2-AS1	1.865743	7.283628	7.588084	0	0	1607	0	0	9815	9720	 gene_name AC020571.3	 cmp_ref T205264
ENSG00000229056.2	HECW2-AS1	1.865743	7.283628	7.588084	0	0	1607	0	0	9815	9720	 gene_name AC020571.3	 cmp_ref T205262
ENSG00000229056.2	HECW2-AS1	1.865743	7.283628	7.588084	0	0	1607	0	0	9815	9720	 gene_name AC020571.3	 cmp_ref T205264
ENSG00000229056.2	HECW2-AS1	1.865743	7.283628	7.588084	0	0	1607	0	0	9815	9720	 gene_name AC020571.3	 cmp_ref T205262
ENSG00000229108.1	LINC02587	0.0627014	0.03660139	0.01665745	0	0	697	0	0	9815	9720	 gene_name MEOX2-AS1	 cmp_ref T319021
ENSG00000229118.1		0.020765072	0.033662609	0.000646216	0	0	617	0	0	9815	9720	 gene_name AC068491.2	 cmp_ref T196804
ENSG00000229131.1		0.001288622	0	0.000524319	0	0	466	0	0	9815	9720	 gene_name AC016710.1	 cmp_ref T200222
ENSG00000229151.1		0.07556772	0.44583233	0.16273467	0	0	451	0	0	9815	9720	 gene_name RP11-348F1.3	 cmp_ref T374816
ENSG00000229155.1	LINC02038	0.11629381	0.05786162	0.02995445	0	0	984	0	0	9815	9720	 gene_name RP11-528A4.2	 cmp_ref T257346
ENSG00000229155.1	LINC02038	0.11629381	0.05786162	0.02995445	0	0	984	0	0	9815	9720	 gene_name RP11-528A4.2	 cmp_ref T257324
ENSG00000229162.1		0.0430026	0.02130855	0.02024322	0	0	820	0	0	9815	9720	 gene_name RP11-84D1.1	 cmp_ref T005781
ENSG00000229167.1		0.1640023	0.2101083	0.07910622	0	0	591	0	0	9815	9720	 gene_name RP11-73M7.1	 cmp_ref T007052
ENSG00000229177.1		0.006953915	0	0.004915465	0	0	327	0	0	9815	9720	 gene_name AC008154.5	 cmp_ref T333621
ENSG00000229178.1		0.000438562	0.021566472	0.053240623	0	0	1684	0	0	9815	9720	 gene_name AC069513.4	 cmp_ref T257963
ENSG00000229191.1		0.013388108	0.005018352	0.004604303	0	0	3508	0	0	9815	9720	 gene_name RP11-168O16.1	 cmp_ref T027729
ENSG00000229191.1		0.013388108	0.005018352	0.004604303	0	0	3508	0	0	9815	9720	 gene_name RP11-168O16.1	 cmp_ref T027730
ENSG00000229225.1		0.001027637	0	0.000170976	0	0	157	0	0	9815	9720	 gene_name RP11-5P4.3	 cmp_ref T012374
ENSG00000229228.1	LINC00582	0.17929456	0.03506494	0.03723309	0	1	597	0	0.167504188	9815	2802	 gene_name LINC00582	 cmp_ref T032800
ENSG00000229229.1		0.002244384	0.001947512	0.002785683	0	0	577	0	0	9815	9720	 gene_name AC022201.4	 cmp_ref T191430
ENSG00000229236.1	TTTY10	0.04699754	0.05923703	0.05243667	0	0	1726	0	0	9815	9720	 gene_name TTTY10	 cmp_ref T383848
ENSG00000229243.1	LINC01981	0.008956863	0.000686238	0.000764173	0	0	2833	0	0	9815	9720	 gene_name AC098973.1	 cmp_ref T239461
ENSG00000229246.1	LINC00377	0.01167265	0.0439665	0.03129866	0	0	657	0	0	9815	9720	 gene_name LINC00377	 cmp_ref T096794
ENSG00000229255.1		0.001591135	0.097165507	0.088803785	0	0	967	0	0	9815	9720	 gene_name RP11-407H12.8	 cmp_ref T035052
ENSG00000229274.1		0	0.0926331	0.07835242	0	0	877	0	0	9815	9720	 gene_name XXbac-BPG13B8.10	 cmp_ref T300169
ENSG00000229282.1		0.05094434	0.0459945	0.03785787	0	0	398	0	0	9815	9720	 gene_name RP1-40E16.2	 cmp_ref T296083
ENSG00000229289.1		0.001374922	0.000573142	0.000180861	0	0	469	0	0	9815	9720	 gene_name AP000431.2	 cmp_ref T223975
ENSG00000229291.1		0.21401301	0.23140239	0.07993092	0	0	190	0	0	9815	9720	 gene_name RP4-580N22.2	 cmp_ref T033528
ENSG00000229294.1		0.018880736	0.008543763	0.004961456	0	0	512	0	0	9815	9720	 gene_name RP5-1044H5.1	 cmp_ref T012580
ENSG00000229307.1	LINC00459	0.023564671	0.000836376	0.000368575	0	0	376	0	0	9815	9720	 gene_name LINC00459	 cmp_ref T095475
ENSG00000229308.1		0.5398536	0.3807493	0.1930738	0	0	559	0	0	9815	9720	 gene_name AC010084.1	 cmp_ref T382896
ENSG00000229335.1	DANT1	0.000421799	0.00403776	0.001579331	0	0	446	0	0	9815	9720	 gene_name RP1-241P17.1	 cmp_ref T379102
ENSG00000229335.1	DANT1	0.000421799	0.00403776	0.001579331	0	0	446	0	0	9815	9720	 gene_name RP1-241P17.1	 cmp_ref T379101
ENSG00000229356.1	LRRC3-DT	0.11415143	0.02618712	0.09563112	0	0	784	0	0	9815	9720	 gene_name LRRC3-AS1	 cmp_ref T227679
ENSG00000229372.1	SZT2-AS1	0.01623534	0.05307772	0.049133	0	0	699	0	0	9815	9720	 gene_name SZT2-AS1	 cmp_ref T009444
ENSG00000229379.1		0.01582962	0.01112231	0.01411816	0	0	328	0	0	9815	9720	 gene_name AC006041.1	 cmp_ref T319041
ENSG00000229385.1		0.023737856	0.001533328	0.000549503	0	0	669	0	0	9815	9720	 gene_name AC010975.1	 cmp_ref T192561
ENSG00000229393.1		0.01410993	0.14704752	0.16465205	0	0	514	0	0	9815	9720	 gene_name RP3-395M20.3	 cmp_ref T001276
ENSG00000229395.1		0.028050668	0.003755221	0.047014632	0	0	565	0	0	9815	9720	 gene_name AC013401.1	 cmp_ref T204978
ENSG00000229400.1		0.025403638	0.003476953	0.006440524	0	0	837	0	0	9815	9720	 gene_name RP11-3L21.2	 cmp_ref T031540
ENSG00000229401.1	MIR5689HG	0.005471169	0.011460991	0.007113025	0	0	860	0	0	9815	9720	 gene_name RP1-290I10.7	 cmp_ref T297193
ENSG00000229401.1	MIR5689HG	0.005471169	0.011460991	0.007113025	0	0	860	0	0	9815	9720	 gene_name RP1-290I10.7	 cmp_ref T297196
ENSG00000229403.1		0.4743275	0.2703893	0.9986295	0	0	588	0	0	9815	9720	 gene_name RP4-718N17.2	 cmp_ref T324042
ENSG00000229424.1		0.015576172	0.000863209	0.001444276	0	0	587	0	0	9815	9720	 gene_name AC007349.4	 cmp_ref T321714
ENSG00000229425.1		0.034326603	0.008182523	0.010996429	0	0	1000	0	0	9815	9720	 gene_name AJ006998.2	 cmp_ref T223623
ENSG00000229434.1		0.002417566	0.00055171	0.001088151	0	0	495	0	0	9815	9720	 gene_name AC017048.1	 cmp_ref T203461
ENSG00000229444.1		0.1019945	0.2007484	0.1060136	0	4	469	0	0.852878465	9815	1155	 gene_name RP11-184I16.4	 cmp_ref T009559
ENSG00000229457.1	LINC01789	0.000572517	0.004315206	0.000997317	0	0	1196	0	0	9815	9720	 gene_name AC006227.1	 cmp_ref T196279
ENSG00000229520.1	LINC00404	0.138301907	0.006067179	0.026740434	0	0	428	0	0	9815	9720	 gene_name LINC00404	 cmp_ref T099396
ENSG00000229522.1	LINC01523	0.006688747	0.001501597	0.00061185	0	0	450	0	0	9815	9720	 gene_name LINC01523	 cmp_ref T219171
ENSG00000229536.1	LINC02572	0.05928732	0.13230758	0.10703874	0	1	563	0	0.177619893	9815	2719	 gene_name AC079776.1	 cmp_ref T198913
ENSG00000229543.1		0.014041974	0.012868654	0.005239941	0	0	520	0	0	9815	9720	 gene_name RP11-90J7.2	 cmp_ref T044645
ENSG00000229546.1	LINC00428	0.030339148	0.000991045	0.012729862	0	0	227	0	0	9815	9720	 gene_name LINC00428	 cmp_ref T093619
ENSG00000229550.1		0.09642726	0.39097916	0.30885807	0	0	607	0	0	9815	9720	 gene_name AC012445.1	 cmp_ref T183529
ENSG00000229557.1	LINC00379	0.01765052	0.07271386	0.01876158	0	0	545	0	0	9815	9720	 gene_name LINC00379	 cmp_ref T097529
ENSG00000229557.1	LINC00379	0.01765052	0.07271386	0.01876158	0	0	545	0	0	9815	9720	 gene_name LINC00379	 cmp_ref T097518
ENSG00000229558.2	SACS-AS1	0.01452279	0.03268139	0.01503056	0	0	2234	0	0	9815	9720	 gene_name SACS-AS1	 cmp_ref T091434
ENSG00000229578.2	LINC00358	0.00444	0	5.51E-05	0	0	1276	0	0	9815	9720	 gene_name LINC00358	 cmp_ref T095460
ENSG00000229606.1	LINC01718	0.000549734	0.000436951	0.000467185	0	0	391	0	0	9815	9720	 gene_name RP5-827L5.1	 cmp_ref T221490
ENSG00000229607.1		0.002575327	0.001530234	0.002082225	0	0	444	0	0	9815	9720	 gene_name RP5-1125N11.1	 cmp_ref T006911
ENSG00000229609.1	LINC01079	0.03743246	0.004807349	0.003234769	0	1	580	0	0.172413793	9815	2769	 gene_name LINC01079	 cmp_ref T092047
ENSG00000229625.3		0.05146623	0.02615984	0.03394081	0	0	464	0	0	9815	9720	 gene_name RP11-44N12.2	 cmp_ref T348269
ENSG00000229639.1	LINC01758	0.09992018	0.03690589	0.09806371	0	0	458	0	0	9815	9720	 gene_name RP3-380B4.1	 cmp_ref T012988
ENSG00000229642.1		0.13884126	0.02570294	0.06576918	0	0	467	0	0	9815	9720	 gene_name AC027119.1	 cmp_ref T237189
ENSG00000229646.2		0.05205264	0.13229032	0.09969597	0	0	146	0	0	9815	9720	 gene_name RP11-330A16.1	 cmp_ref T297901
ENSG00000229647.1	MYOSLID	0.09279825	0.11767115	0.08105638	0	0	1204	0	0	9815	9720	 gene_name AC007879.7	 cmp_ref T206465
ENSG00000229649.1		0.003329874	0.002667747	0.002595717	0	0	2222	0	0	9815	9720	 gene_name RP11-107I14.4	 cmp_ref T047557
ENSG00000229654.1	LINC02526	0.04615373	0.01250425	0.02225206	0	0	419	0	0	9815	9720	 gene_name RP1-60O19.2	 cmp_ref T309004
ENSG00000229660.1		0.2816324	0.2538701	0.3402502	0	0	565	0	0	9815	9720	 gene_name RP5-1142J19.1	 cmp_ref T337025
ENSG00000229671.1	LINC01150	0.3049167	0.2091902	0.1592475	0	0	315	0	0	9815	9720	 gene_name LINC01150	 cmp_ref T052945
ENSG00000229717.2		0.005757647	0.000922764	0.001023095	0	0	1955	0	0	9815	9720	 gene_name RP11-556N4.1	 cmp_ref T266680
ENSG00000229720.1		0.032795457	0.007655841	0.006641727	0	0	934	0	0	9815	9720	 gene_name RP3-495K2.2	 cmp_ref T315946
ENSG00000229723.1	LINC01054	0.0298868	0.01320649	0.01250104	0	0	514	0	0	9815	9720	 gene_name LINC01054	 cmp_ref T100026
ENSG00000229740.1		0.014046927	0.001113836	0.001164947	0	0	447	0	0	9815	9720	 gene_name U91324.1	 cmp_ref T183986
ENSG00000229770.1		0.018872802	0.009848756	0.011672971	0	0	357	0	0	9815	9720	 gene_name CTA-796E4.4	 cmp_ref T231304
ENSG00000229774.1		0.009335888	0.001528449	0.002031602	0	0	592	0	0	9815	9720	 gene_name AC018866.1	 cmp_ref T198055
ENSG00000229774.1		0.009335888	0.001528449	0.002031602	0	0	592	0	0	9815	9720	 gene_name AC018866.1	 cmp_ref T198056
ENSG00000229779.1		0.000657938	0.001446549	0.000713231	0	0	306	0	0	9815	9720	 gene_name AC016751.2	 cmp_ref T203343
ENSG00000229788.1	LINC00388	0.011461207	0	0.001925388	0	0	663	0	0	9815	9720	 gene_name LINC00388	 cmp_ref T090602
ENSG00000229792.1	LINC00399	0.066445418	0.006481873	0.022940613	0	0	414	0	0	9815	9720	 gene_name LINC00399	 cmp_ref T098913
ENSG00000229797.1		0.022312983	0.00177015	0.004085979	0	0	1078	0	0	9815	9720	 gene_name AC140481.8	 cmp_ref T199295
ENSG00000229797.1		0.022312983	0.00177015	0.004085979	0	0	1078	0	0	9815	9720	 gene_name AC140481.8	 cmp_ref T199296
ENSG00000229846.1		0.001103148	0.000271898	0.000896274	0	0	713	0	0	9815	9720	 gene_name RP11-141A19.1	 cmp_ref T010783
ENSG00000229851.1	ARSD-AS1	0	0	0	0	0	816	0	0	9815	9720	 gene_name ARSD-AS1	 cmp_ref T370670
ENSG00000229854.1		0.03830104	0.04155147	0.03242836	0	0	662	0	0	9815	9720	 gene_name RP11-524G24.2	 cmp_ref T365930
ENSG00000229867.1	STEAP3-AS1	0.05349575	0.03610978	0.02390779	0	2	3218	0	0.062150404	9815	3614	 gene_name STEAP3-AS1	 cmp_ref T197772
ENSG00000229901.1		1.0328415	0.3463399	0.4497285	0	0	394	0	0	9815	9720	 gene_name RP11-399E6.4	 cmp_ref T009025
ENSG00000229912.1		0.001645495	0.024279565	0.022436801	0	0	600	0	0	9815	9720	 gene_name AC128709.4	 cmp_ref T258552
ENSG00000229913.1		0.026460828	0.004797912	0.01319941	0	0	1824	0	0	9815	9720	 gene_name RP11-378I13.1	 cmp_ref T011723
ENSG00000229925.1		0.006044404	0.007115385	0.00804924	0	0	288	0	0	9815	9720	 gene_name AP001043.1	 cmp_ref T226131
ENSG00000229960.1		0.008662307	0.004508001	0.006031748	0	0	468	0	0	9815	9720	 gene_name RP11-278H7.4	 cmp_ref T034228
ENSG00000229961.1		0.035342632	0.01283952	0.009254165	0	0	471	0	0	9815	9720	 gene_name RP11-71G12.1	 cmp_ref T022780
ENSG00000229962.1		0.005968931	0.001989805	0.003711303	0	0	1046	0	0	9815	9720	 gene_name AP000221.1	 cmp_ref T224483
ENSG00000229967.1	MAGEA4-AS1	0.01840058	0	0.01068646	0	0	1589	0	0	9815	9720	 gene_name RP11-366F6.2	 cmp_ref T381776
ENSG00000229969.1		0.007511095	0	0.000505928	0	0	234	0	0	9815	9720	 gene_name RP11-96C23.10	 cmp_ref T045610
ENSG00000229971.1		0.001061462	0	0.000657937	0	0	405	0	0	9815	9720	 gene_name RP5-1119A7.10	 cmp_ref T233038
ENSG00000229976.1		0.026538685	0.002390099	0.003996596	0	0	480	0	0	9815	9720	 gene_name RP5-1031J8.1	 cmp_ref T217757
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027474
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027475
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027481
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027474
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027475
ENSG00000229989.3	MIR181A1HG	0.01897074	0.001500134	0.001871169	0	0	3250	0	0	9815	9720	 gene_name MIR181A1HG	 cmp_ref T027481
ENSG00000230014.1	LINC00709	0	0.00471	8.97E-05	0	0	494	0	0	9815	9720	 gene_name LINC00709	 cmp_ref T036985
ENSG00000230015.3		0.000872069	0.002142824	0.001257906	0	0	435	0	0	9815	9720	 gene_name RP11-80B9.4	 cmp_ref T033900
ENSG00000230020.1	NHS-AS1	0.006255809	0.012424982	0.0028298	0	0	366	0	0	9815	9720	 gene_name NHS-AS1	 cmp_ref T371910
ENSG00000230033.1		0.017592929	0.000673158	0.000988358	0	0	531	0	0	9815	9720	 gene_name RP5-1121A15.3	 cmp_ref T336924
ENSG00000230040.1	LINC00364	0.00351794	0.004770197	0.004034767	0	0	611	0	0	9815	9720	 gene_name LINC00364	 cmp_ref T095741
ENSG00000230051.1		0.003856453	0.001833612	0.001711087	0	0	571	0	0	9815	9720	 gene_name CTA-929C8.8	 cmp_ref T231529
ENSG00000230065.1		0.007747923	0.002226311	0.002411936	0	0	374	0	0	9815	9720	 gene_name AC010974.3	 cmp_ref T199759
ENSG00000230096.1		0.001555326	0.000778014	0.00140618	0	0	691	0	0	9815	9720	 gene_name RP11-34C15.2	 cmp_ref T036043
ENSG00000230098.1	TCERG1L-AS1	0.08278745	0.09754651	0.05036903	0	1	472	0	0.211864407	9815	2484	 gene_name TCERG1L-AS1	 cmp_ref T051098
ENSG00000230105.1		0.08835268	0.5882928	0.0156925	0	0	713	0	0	9815	9720	 gene_name RP11-431N15.2	 cmp_ref T375395
ENSG00000230107.1		0.8153124	0.1215586	0.2874345	0	0	572	0	0	9815	9720	 gene_name CTA-126B4.7	 cmp_ref T234624
ENSG00000230113.1		0.08200114	0.01472381	0.02010443	0	0	545	0	0	9815	9720	 gene_name AC091177.1	 cmp_ref T145170
ENSG00000230115.1	TPRG1-AS2	0.058221497	0.000403558	0.005348471	0	0	479	0	0	9815	9720	 gene_name TPRG1-AS2	 cmp_ref T256885
ENSG00000230126.1	FGF12-AS2	0.106833124	0.013580141	0.008559531	0	0	580	0	0	9815	9720	 gene_name FGF12-AS2	 cmp_ref T257170
ENSG00000230138.1		0.06602911	0.02729172	0.01964262	0	0	850	0	0	9815	9720	 gene_name RP11-117D22.2	 cmp_ref T011277
ENSG00000230142.2	LINC01075	0.040381891	0	0.000146936	0	0	370	0	0	9815	9720	 gene_name LINC01075	 cmp_ref T095472
ENSG00000230186.3		0.03295393	0.02221483	0.01038318	0	0	494	0	0	9815	9720	 gene_name RP5-998N21.7	 cmp_ref T020181
ENSG00000230215.1	LINC01840	0.045422828	0.009079595	0.010359395	0	0	571	0	0	9815	9720	 gene_name EIF2B5-AS1	 cmp_ref T256143
ENSG00000230226.1		0.028445553	0.003814335	0.004155691	0	0	376	0	0	9815	9720	 gene_name RP4-697K14.3	 cmp_ref T222389
ENSG00000230234.1		0.02343797	0.001723355	0.00198968	0	0	467	0	0	9815	9720	 gene_name RP1-276N6.2	 cmp_ref T314607
ENSG00000230257.1	NFE4	0.10090746	0.03044032	0.02893019	0	1	1072	0	0.093283582	9815	3366	 gene_name NFE4	 cmp_ref T330377
ENSG00000230260.1		0.000232516	0	0.000288171	0	0	548	0	0	9815	9720	 gene_name RP11-75C23.1	 cmp_ref T027354
ENSG00000230266.1	XXYLT1-AS2	0.09011634	0.10777072	0.10013339	0	0	784	0	0	9815	9720	 gene_name XXYLT1-AS2	 cmp_ref T257887
ENSG00000230266.1	XXYLT1-AS2	0.09011634	0.10777072	0.10013339	0	0	784	0	0	9815	9720	 gene_name XXYLT1-AS2	 cmp_ref T257885
ENSG00000230285.1		0.05166076	0.02864947	0.03476538	0	0	255	0	0	9815	9720	 gene_name RP11-290M5.2	 cmp_ref T014303
ENSG00000230313.1	HCG24	0	0.001279524	0.003132712	0	0	717	0	0	9815	9720	 gene_name HCG24	 cmp_ref T301780
ENSG00000230352.1		0.002118193	0.000526414	0.000388407	0	0	620	0	0	9815	9720	 gene_name RP4-614C15.3	 cmp_ref T221238
ENSG00000230368.2	FAM41C	0.037932365	0.013243273	0.007200162	0	0	1971	0	0	9815	9720	 gene_name FAM41C	 cmp_ref T000102
ENSG00000230381.2		0.013467049	0.001506899	0.002659705	0	0	515	0	0	9815	9720	 gene_name RP4-655J12.5	 cmp_ref T018044
ENSG00000230385.1		0	0	0	0	0	600	0	0	9815	9720	 gene_name AC012507.4	 cmp_ref T209442
ENSG00000230387.2		0.01857903	0.10530263	0.02593026	0	0	2347	0	0	9815	9720	 gene_name RP4-737E23.2	 cmp_ref T215159
ENSG00000230390.1	LINC01048	0.031717617	0.011305985	0.009993882	0	0	511	0	0	9815	9720	 gene_name LINC01048	 cmp_ref T093078
ENSG00000230394.1		0.23656635	0.07754311	0.14338704	0	0	177	0	0	9815	9720	 gene_name RP11-692P14.1	 cmp_ref T371119
ENSG00000230400.1	LINC01747	0.023130025	0.004081837	0.002799608	0	0	2781	0	0	9815	9720	 gene_name RP11-359G22.2	 cmp_ref T215072
ENSG00000230401.1	LINC01972	0.021662018	0.007449339	0.010489362	0	0	553	0	0	9815	9720	 gene_name AC090505.4	 cmp_ref T257750
ENSG00000230403.1	LINC01066	0.008080679	0.000933336	0.001001044	0	0	399	0	0	9815	9720	 gene_name LINC01066	 cmp_ref T092477
ENSG00000230423.1		0.03464338	0.01941365	0.01187153	0	0	333	0	0	9815	9720	 gene_name XX-C2158C6.1	 cmp_ref T316672
ENSG00000230426.2	ERVMER61-1	0.360008316	0.000693026	0.000468672	0	0	2395	0	0	9815	9720	 gene_name ERVMER61-1	 cmp_ref T026735
ENSG00000230426.2	ERVMER61-1	0.360008316	0.000693026	0.000468672	0	0	2395	0	0	9815	9720	 gene_name ERVMER61-1	 cmp_ref T026735
ENSG00000230427.1		0.006576407	0.010769414	0.009982462	0	0	1096	0	0	9815	9720	 gene_name RP11-313A24.1	 cmp_ref T015646
ENSG00000230432.1		0.18654951	0.001104772	0.013006695	0	0	311	0	0	9815	9720	 gene_name AC114803.3	 cmp_ref T208125
ENSG00000230433.1		0.03172551	0.01508884	0.01979963	0	2	851	0	0.235017626	9815	2340	 gene_name RP1-20B11.2	 cmp_ref T295553
ENSG00000230489.1	VAV3-AS1	0.0200828	0.01913173	0.01137829	0	0	619	0	0	9815	9720	 gene_name VAV3-AS1	 cmp_ref T016583
ENSG00000230499.1		0.24723917	0.04296021	0.07657646	0	0	412	0	0	9815	9720	 gene_name AC108463.1	 cmp_ref T196768
ENSG00000230500.1	MKX-AS1	0.02409124	0.67308737	0.27396008	0	0	909	0	0	9815	9720	 gene_name MKX-AS1	 cmp_ref T038862
ENSG00000230506.1		0.02898913	0.14777805	0.02766943	0	0	349	0	0	9815	9720	 gene_name RP11-416N4.4	 cmp_ref T213603
